year,sector_code,recipient_iso3_code,usd_disbursement_crs,usd_disbursement_iati,usd_disbursement_crs_t1,usd_disbursement_iati_t1,delta_iati,usd_disbursement_crs_fit,usd_disbursement_crs_lwr,usd_disbursement_crs_upr
2010,16030,VEN,0,0,,,,,,
2011,16030,VEN,0,0,0,0,0,-0.333947814259908,-3.14328862830392,2.47539299978411
2012,16030,VEN,0.051414,0,0,0,0,-0.305856926691924,-3.10778528686344,2.49607143347959
2013,16030,VEN,0,0,0.051414,0,0,-0.271512311601377,-3.06750332898872,2.52447870578597
2014,16030,VEN,0,0,0,0,0,-0.249675151555948,-3.0411897804541,2.5418394773422
2015,16030,VEN,0,0,0,0,0,-0.221584263987964,-3.01011408901968,2.56694556104375
2016,16030,VEN,0,0,0,0,0,-0.193493376419973,-2.98052690547019,2.59354015263024
2017,16030,VEN,0.055365,0,0,0,0,-0.165402488851989,-2.95243062725111,2.62162564954713
2018,16030,VEN,0.003568,0,0.055365,0,0,-0.130577294980533,-2.91909360122602,2.65793901126496
2019,16030,VEN,0,0,0.003568,0,0,-0.108786721033077,-2.90027449911718,2.68270105705102
2020,16030,VEN,0,0,0,0,0,-0.0811298261480289,-2.87707538571849,2.71481573342243
2021,16030,VEN,0,0,0,0,0,-0.0530389385800376,-2.85491904042931,2.74884116326924
2022,16030,VEN,0.009874,0,0,0,0,-0.0249480510120534,-2.83423003817812,2.78433393615402
2023,16030,VEN,0.00434385778668656,0,0.009874,0,0,0.00434385778668656,-2.81379514184992,2.82248285742329
2010,16040,VEN,0,0,,,,,,
2011,16040,VEN,0,0,0,0,0,0.0338479654683681,-2.7754336030441,2.84312953398083
2012,16040,VEN,0,0,0,0,0,0.0619388530363523,-2.73994102300379,2.86381872907649
2013,16040,VEN,0,0,0,0,0,0.0900297406043364,-2.70591578703979,2.88597526824847
2014,16040,VEN,0,0,0,0,0,0.118120628172328,-2.67336725332876,2.90960850967341
2015,16040,VEN,0,0,0,0,0,0.146211515740312,-2.64230250373338,2.934725535214
2016,16040,VEN,0,0,0,0,0,0.174302403308303,-2.61272628801422,2.96133109463082
2017,16040,VEN,0,0,0,0,0,0.202393290876287,-2.58464098607981,2.98942756783238
2018,16040,VEN,0,0,0,0,0,0.230484178444272,-2.55804658897092,3.01901494585946
2019,16040,VEN,0,0,0,0,0,0.258575066012263,-2.53294069893226,3.05009083095679
2020,16040,VEN,0,0,0,0,0,0.286665953580247,-2.50931854857032,3.08265045573081
2021,16040,VEN,0,0,0,0,0,0.314756841148238,-2.48717303874137,3.11668672103785
2022,16040,VEN,0,0,0,0,0,0.342847728716222,-2.46649479447135,3.15219025190379
2023,16040,VEN,0.370938616284214,0,0,0,0,0.370938616284214,-2.44727223788929,3.18914947045771
2010,16030,IRN,0,0,,,,,,
2011,16030,IRN,0,0,0,0,0,-0.331485402284564,-3.14082568504445,2.47785488047533
2012,16030,IRN,0,0,0,0,0,-0.30339451471658,-3.10532240324296,2.4985333738098
2013,16030,IRN,0,0,0,0,0,-0.275303627148595,-3.07128638923531,2.52067913493812
2014,16030,IRN,0.011412,0,0,0,0,-0.247212739580604,-3.03872701761859,2.54430153845738
2015,16030,IRN,0,0,0.011412,0,0,-0.217733756581659,-3.00626445341869,2.57079694025537
2016,16030,IRN,0,0,0,0,0,-0.191030964444629,-2.97806426481201,2.59600233592275
2017,16030,IRN,0.156254,0,0,0,0,-0.162940076876644,-2.94996804796334,2.62408789421005
2018,16030,IRN,0.003564,0,0.156254,0,0,-0.115843277683219,-2.90436714890551,2.67268059353907
2019,16030,IRN,0,0,0.003564,0,0,-0.106324795596613,-2.89781252515681,2.68516293396359
2020,16030,IRN,0,0,0,0,0,-0.0786674141726849,-2.87461299048967,2.7172781621443
2021,16030,IRN,0.00692,0,0,0,0,-0.0505765266046936,-2.85245670621056,2.75130365300117
2022,16030,IRN,0.000772,0,0.00692,0,0,-0.0216439267704729,-2.83092572669039,2.78763787314945
2023,16030,IRN,0.00569915053554837,0,0.000772,0,0,0.00569915053554837,-2.81244064839996,2.82383894947106
2010,16040,IRN,0,0,,,,,,
2011,16040,IRN,0,0,0,0,0,0.0363103774437121,-2.77297106596413,2.84559182085156
2012,16040,IRN,0,0,0,0,0,0.0644012650116963,-2.73747854663887,2.86628107666227
2013,16040,IRN,0,0,0,0,0,0.0924921525796805,-2.70345337171333,2.88843767687269
2014,16040,IRN,0,0,0,0,0,0.120583040147672,-2.67090489926974,2.91207097956508
2015,16040,IRN,0,0,0,0,0,0.148673927715656,-2.63984021107426,2.93718806650557
2016,16040,IRN,0,0,0,0,0,0.176764815283647,-2.61026405678951,2.96379368735681
2017,16040,IRN,0.00166,0,0,0,0,0.204855702851631,-2.58217881622545,2.99189022192871
2018,16040,IRN,0,0,0.00166,0,0,0.233148504055734,-2.55538239232299,3.02167940043446
2019,16040,IRN,0,0,0,0,0,0.261037477987607,-2.53047865123356,3.05255360720877
2020,16040,IRN,0,0,0,0,0,0.289128365555591,-2.50685656146365,3.08511329257483
2021,16040,IRN,0,0,0,0,0,0.317219253123582,-2.48471111177761,3.11914961802478
2022,16040,IRN,0.007186,0,0,0,0,0.345310140691566,-2.46403292711123,3.15465320849436
2023,16040,IRN,0.374275095361462,0,0.007186,0,0,0.374275095361462,-2.44393486964921,3.19248506037213
2010,16030,GUY,1.488933,0,,,,,,
2011,16030,GUY,0.680487,0,1.488933,0,0,0.481658552577862,-2.32773690273095,3.29105400788667
2012,16030,GUY,0,0,0.680487,0,0,0.411414336852879,-2.39047339067627,3.21330206438202
2013,16030,GUY,0,0,0,0,0,0.356734378335254,-2.43935327264889,3.15282202931939
2014,16030,GUY,0,0,0,0,0,0.384825265903245,-2.40682730539353,3.17647783720002
2015,16030,GUY,0.023289,0,0,0,0,0.41291615347123,-2.37578509458125,3.20161740152371
2016,16030,GUY,0,0,0.023289,0,0,0.443839792046205,-2.34338984512849,3.2310694292209
2017,16030,GUY,0.039685,0,0,0,0,0.469097928607205,-2.31816842584687,3.25636428306128
2018,16030,GUY,0,0,0.039685,0,0,0.50201589006037,-2.286752721201,3.29078450132174
2019,16030,GUY,0,0,0,0,0,0.52527970374318,-2.2665124431282,3.31707185061456
2020,16030,GUY,0,0,0,0,0,0.553370591311165,-2.24291215360086,3.34965333622319
2021,16030,GUY,0.006463,0,0,0,0,0.581461478879156,-2.22078826603518,3.38371122379349
2022,16030,GUY,0,0,0.006463,0,0,0.610338491646083,-2.1993420016153,3.42001898490747
2023,16030,GUY,0.637643254015131,0,0,0,0,0.637643254015131,-2.18092986997703,3.4562163780073
2010,16040,GUY,8.711562,8.707534,,,,,,
2011,16040,GUY,6.136192,6.136194,8.711562,8.707534,-2.57134,1.83821275573123,-0.984052732285404,4.66047824374787
2012,16040,GUY,3.63317,3.627686,6.136192,6.136194,-2.508508,1.51013068312331,-1.29730484448297,4.31756621072958
2013,16040,GUY,4.79152,4.741528,3.63317,3.627686,1.113842,1.24489652879127,-1.55271813263206,4.0425111902146
2014,16040,GUY,3.564456,3.564454,4.79152,4.741528,-1.177074,1.39878364233766,-1.39552331836591,4.19309060304122
2015,16040,GUY,0.04086,0.040862,3.564456,3.564454,-3.523592,1.22262296163242,-1.56719612631715,4.01244204958199
2016,16040,GUY,0,0,0.04086,0.040862,-0.040862,0.813861559410782,-1.9735561012175,3.60127922003906
2017,16040,GUY,0.076875,0,0,0,0,0.836893708335481,-1.95058682448339,3.62437424115435
2018,16040,GUY,0.094601,0,0.076875,0,0,0.874335265046049,-1.91463262417889,3.66330315427099
2019,16040,GUY,0,0,0.094601,0,0,0.904582249670582,-1.88739205691785,3.69655655625902
2020,16040,GUY,0.067771,0,0,0,0,0.92116637103944,-1.87536267889905,3.71769542097793
2021,16040,GUY,0,0,0.067771,0,0,0.957500565254094,-1.84496442662836,3.75996555713655
2022,16040,GUY,0.077918,0,0,0,0,0.977348146175416,-1.83260249825213,3.78729879060296
2023,16040,GUY,1.01491656789953,0,0.077918,0,0,1.01491656789953,-1.80388297468478,3.83371611048384
2010,16030,KAZ,0.00559,0,,,,,,
2011,16030,KAZ,0.011967,0,0.00559,0,0,-0.362753925094623,-3.17221226082717,2.44670441063792
2012,16030,KAZ,0,0,0.011967,0,0,-0.333887372913665,-3.13594059575245,2.46816584992512
2013,16030,KAZ,0,0,0,0,0,-0.307252088046553,-3.10336434699055,2.48886017089745
2014,16030,KAZ,0,0,0,0,0,-0.279161200478562,-3.07081117527301,2.51248877431588
2015,16030,KAZ,0,0,0,0,0,-0.251070312910578,-3.03974168905772,2.53760106323657
2016,16030,KAZ,0.0461,0,0,0,0,-0.222979425342587,-3.01016064509395,2.56420179440878
2017,16030,KAZ,0.00425,0,0.0461,0,0,-0.189281177157064,-2.97646655039741,2.59790419608328
2018,16030,KAZ,0,0,0.00425,0,0,-0.166280702644265,-2.95495429387221,2.62239288858368
2019,16030,KAZ,0.000319,0,0,0,0,-0.138706762638627,-2.93036009817828,2.65294657290102
2020,16030,KAZ,0.015502,0,0.000319,0,0,-0.110577073594783,-2.90669403105623,2.68553988386667
2021,16030,KAZ,0.001325,20.1202424,0.015502,0,20.1202424,0.21881014005529,-2.59861487679595,3.03623515690653
2022,16030,KAZ,0.1442,31.99414964,0.001325,20.1202424,11.87390724,0.46559303930075,-2.3766074713446,3.3077935499461
2023,16030,KAZ,0.568500167789942,34.12073491,0.1442,31.99414964,2.12658527,0.568500167789942,-2.29730355197128,3.43430388755116
2010,16040,KAZ,0.09724,0,,,,,,
2011,16040,KAZ,0.019308,0,0.09724,0,0,0.0161896767724201,-2.79325866154064,2.82563801508548
2012,16040,KAZ,0,0,0.019308,0,0,0.0348013272981973,-2.76724558617037,2.83684824076677
2013,16040,KAZ,0,0,0,0,0,0.0605436916817226,-2.73557460024113,2.85666198360457
2014,16040,KAZ,0,0,0,0,0,0.0886345792497139,-2.703032396246,2.88030155474542
2015,16040,KAZ,0,0,0,0,0,0.116725466817698,-2.67197389792939,2.90542483156479
2016,16040,KAZ,0,0,0,0,0,0.144816354385689,-2.64240384449132,2.9320365532627
2017,16040,KAZ,0,0,0,0,0,0.172907241953673,-2.61432460565694,2.96013908956429
2018,16040,KAZ,0,0,0,0,0,0.200998129521658,-2.58773616274453,2.98973242178785
2019,16040,KAZ,0,0,0,0,0,0.229089017089649,-2.56263610881506,3.02081414299436
2020,16040,KAZ,0,0,0,0,0,0.257179904657633,-2.53901966790037,3.05337947721564
2021,16040,KAZ,0,0,0,0,0,0.285270792225624,-2.51687973295306,3.08742131740431
2022,16040,KAZ,0,0,0,0,0,0.313361679793609,-2.49620692181848,3.12293028140569
2023,16040,KAZ,0.3414525673616,0,0,0,0,0.3414525673616,-2.47698965020992,3.15989478493312
2010,16030,GRD,0,0,,,,,,
2011,16030,GRD,0,0,0,0,0,-0.271770381917015,-3.08109903394904,2.53755827011501
2012,16030,GRD,0,0,0,0,0,-0.243679494349031,-3.04559716456645,2.55823817586839
2013,16030,GRD,0,0,0,0,0,-0.215588606781047,-3.01156257508705,2.58038536152496
2014,16030,GRD,0,0,0,0,0,-0.187497719213056,-2.97900463796371,2.6040091995376
2015,16030,GRD,0,0,0,0,0,-0.159406831645072,-2.94793044973411,2.62911678644396
2016,16030,GRD,0,0,0,0,0,-0.13131594407708,-2.91834477512058,2.65571288696641
2017,16030,GRD,0,0,0,0,0,-0.103225056509096,-2.89025000916285,2.68379989614466
2018,16030,GRD,0,0,0,0,0,-0.075134168941112,-2.8636461580818,2.71337782019957
2019,16030,GRD,0,0,0,0,0,-0.0470432813731208,-2.83853083922963,2.74444427648339
2020,16030,GRD,0,0,0,0,0,-0.0189523938051366,-2.81489930012753,2.77699451251726
2021,16030,GRD,0,0,0,0,0,0.00913849376285469,-2.79274445623693,2.81102144376264
2022,16030,GRD,0,0,0,0,0,0.0372293813308389,-2.77205694676833,2.84651570943001
2023,16030,GRD,0.0653202688988301,0,0,0,0,0.0653202688988301,-2.75282520751116,2.88346574530882
2010,16040,GRD,0.00134,0,,,,,,
2011,16040,GRD,0,0,0.00134,0,0,0.096188388336806,-2.71309104966112,2.90546782633473
2012,16040,GRD,0.002902,0,0,0,0,0.124116285379245,-2.67776293612143,2.92599550687992
2013,16040,GRD,0,0,0.002902,0,0,0.152560156906276,-2.64338614960194,2.94850646341449
2014,16040,GRD,0,0,0,0,0,0.18029806051522,-2.61119218371333,2.97178830474377
2015,16040,GRD,0,0,0,0,0,0.208388948083204,-2.58012894809851,2.99690684426491
2016,16040,GRD,0,0,0,0,0,0.236479835651195,-2.55055424671089,3.02351391801328
2017,16040,GRD,1.817776,0,0,0,0,0.26457072321918,-2.52247045702731,3.05161190346567
2018,16040,GRD,0,0,1.817776,0,0,0.513766286576868,-2.27516776166388,3.30270033481762
2019,16040,GRD,0,0,0,0,0,0.320752498355155,-2.47077317846256,3.11227817517287
2020,16040,GRD,0,0,0,0,0,0.348843385923139,-2.44715251967714,3.14483929152342
2021,16040,GRD,0,0,0,0,0,0.376934273491131,-2.42500848987042,3.17887703685268
2022,16040,GRD,0,0,0,0,0,0.405025161059115,-2.40433171185584,3.21438203397407
2023,16040,GRD,0.433116048627106,0,0,0,0,0.433116048627106,-2.38511060564584,3.25134270290006
2010,16030,TTO,0,0,,,,,,
2011,16030,TTO,0,0,0,0,0,-0.373718816041837,-3.18315156996734,2.43571393788367
2012,16030,TTO,0,0,0,0,0,-0.345627928473853,-3.14766038190904,2.45640452496133
2013,16030,TTO,0,0,0,0,0,-0.317537040905869,-3.11363646449549,2.47856238268375
2014,16030,TTO,0,0,0,0,0,-0.289446153337877,-3.08108917283591,2.50219686616016
2015,16030,TTO,0,0,0,0,0,-0.261355265769893,-3.05002558605619,2.52731505451641
2016,16030,TTO,0,0,0,0,0,-0.233264378201902,-3.02045045153805,2.55392169513425
2017,16030,TTO,0,0,0,0,0,-0.205173490633918,-2.99236614719212,2.58201916592428
2018,16030,TTO,0,0,0,0,0,-0.177082603065934,-2.96577266246024,2.61160745632837
2019,16030,TTO,0,0,0,0,0,-0.148991715497942,-2.94066759839999,2.64268416740411
2020,16030,TTO,0,0,0,0,0,-0.120900827929958,-2.9170461868498,2.67524453098989
2021,16030,TTO,0,0,0,0,0,-0.0928099403619669,-2.8949013283186,2.70928144759466
2022,16030,TTO,0,0,0,0,0,-0.0647190527939827,-2.87422364790183,2.74478554231387
2023,16030,TTO,-0.0366281652259914,0,0,0,0,-0.0366281652259914,-2.85500156820567,2.78174523775368
2010,16040,TTO,0.00134,0,,,,,,
2011,16040,TTO,0,1.797263,0.00134,0,1.797263,0.0209886175187464,-2.78837664299133,2.83035387802882
2012,16040,TTO,0,2.056594,0,1.797263,0.259331,0.0566794276155846,-2.74520162492386,2.85856048015503
2013,16040,TTO,0,1.756624,0,2.056594,-0.29997,0.0808690762341797,-2.71509537647927,2.87683352894763
2014,16040,TTO,0,0.816386,0,1.756624,-0.940238,0.0943149287632536,-2.69725623993296,2.88588609745947
2015,16040,TTO,0,6.728678,0,0.816386,5.912292,0.20835644595028,-2.58135059160857,2.99806348350913
2016,16040,TTO,0,12.472272,0,6.728678,5.743594,0.334769533811091,-2.45605934957044,3.12559841719262
2017,16040,TTO,0,14.372182,0,12.472272,1.89991,0.403610699031781,-2.38981240767519,3.19703380573875
2018,16040,TTO,0,0,0,14.372182,-14.372182,0.221926635751714,-2.57500725867346,3.01886053017689
2019,16040,TTO,0,0,0,0,0,0.218804064230334,-2.57296498118297,3.01057310964363
2020,16040,TTO,0,2.370147,0,0,2.370147,0.282169847064367,-2.5140407364788,3.07838043060753
2021,16040,TTO,0,0,0,2.370147,-2.370147,0.280133317071524,-2.52206049788704,3.08232713203009
2022,16040,TTO,0,8.394,0,0,8.394,0.428004619956624,-2.38380498071734,3.23981422063059
2023,16040,TTO,0.408929672687606,4,0,8.394,-4.394,0.408929672687606,-2.41054671249804,3.22840605787325
2010,16030,CAN,0,0,,,,,,
2011,16030,CAN,0,0,0,0,0,-0.338477807634092,-3.14781921721682,2.47086360194863
2012,16030,CAN,0,0,0,0,0,-0.310386920066108,-3.11231581209466,2.49154197196245
2013,16030,CAN,0,0,0,0,0,-0.282296032498124,-3.07827967365058,2.51368760865433
2014,16030,CAN,0,0,0,0,0,-0.254205144930133,-3.04572017666821,2.53730988680794
2015,16030,CAN,0,0,0,0,0,-0.226114257362148,-3.01464442009426,2.56241590536996
2016,16030,CAN,0,0,0,0,0,-0.198023369794157,-2.98505717112015,2.58901043153184
2017,16030,CAN,0,0,0,0,0,-0.169932482226173,-2.95696082729556,2.61709586284321
2018,16030,CAN,0,0,0,0,0,-0.141841594658189,-2.93035539737217,2.6466722080558
2019,16030,CAN,0,0,0,0,0,-0.113750707090198,-2.90523850123373,2.67773708705334
2020,16030,CAN,0,0,0,0,0,-0.0856598195222134,-2.88160538891335,2.71028574986892
2021,16030,CAN,0,0,0,0,0,-0.0575689319542221,-2.85944897834508,2.74431111443664
2022,16030,CAN,0,0,0,0,0,-0.0294780443862379,-2.83875991115365,2.77980382238118
2023,16030,CAN,-0.00138715681824664,0,0,0,0,-0.00138715681824664,-2.81952662546647,2.81675231182998
2010,16040,CAN,0,0,,,,,,
2011,16040,CAN,0,0.0233036064624,0,0,0.0233036064624,0.0296647996442374,-2.77961681142555,2.83894641071403
2012,16040,CAN,0,0.0257424522096,0,0.0233036064624,0.0024388457472,0.0578425952491557,-2.74403763867942,2.85972282917773
2013,16040,CAN,0,0.0250449219816,0,0.0257424522096,-0.000697530227999999,0.0859283981529302,-2.71001729459995,2.88187409090581
2014,16040,CAN,0,0.022553709744,0,0.0250449219816,-0.0024912122376,0.113980694117927,-2.6775071185168,2.90546850675266
2015,16040,CAN,0,0.01462655928,0,0.022553709744,-0.007927150464,0.141948191507232,-2.64656556200935,2.93046194502382
2016,16040,CAN,0,0.00135792,0,0.01462655928,-0.01326863928,0.16982438577088,-2.61720395686647,2.95685272840823
2017,16040,CAN,0,0,0,0.00135792,-0.00135792,0.197866246628436,-2.5891677304558,2.98490022371268
2018,16040,CAN,0,0,0,0,0,0.225954185070087,-2.56257623871703,3.01448460885721
2019,16040,CAN,0,0,0,0,0,0.254045072638078,-2.53747028354523,3.04556042882138
2020,16040,CAN,0,0,0,0,0,0.282135960206062,-2.51384806844068,3.07811998885281
2021,16040,CAN,0,0,0,0,0,0.310226847774054,-2.49170249435931,3.11215618990741
2022,16040,CAN,0,0,0,0,0,0.338317735342038,-2.47102418642323,3.1476596571073
2023,16040,CAN,0.366408622910029,0,0,0,0,0.366408622910029,-2.45180156685356,3.18461881267362
2010,16030,BEN,0,0,,,,,,
2011,16030,BEN,0,0,0,0,0,-0.333149319352877,-3.14248988014893,2.47619124144317
2012,16030,BEN,0,0,0,0,0,-0.305058431784893,-3.10698656709092,2.49686970352113
2013,16030,BEN,0,0,0,0,0,-0.276967544216909,-3.07295052154793,2.51901543311411
2014,16030,BEN,0,0,0,0,0,-0.248876656648918,-3.04039111816436,2.54263780486653
2015,16030,BEN,0,0,0,0,0,-0.220785769080933,-3.00931545574281,2.56774391758094
2016,16030,BEN,0,0,0,0,0,-0.192694881512942,-2.97972830132674,2.59433853830085
2017,16030,BEN,0,0,0,0,0,-0.164603993944958,-2.95163205231521,2.62242406442529
2018,16030,BEN,0,0,0,0,0,-0.136513106376974,-2.92502671730786,2.65200050455392
2019,16030,BEN,0,0,0,0,0,-0.108422218808983,-2.89990991603609,2.68306547841813
2020,16030,BEN,0,0,0,0,0,-0.0803313312409983,-2.87627689838165,2.71561423589965
2021,16030,BEN,0,0,0,0,0,-0.0522404436730071,-2.85412058212938,2.74963969478337
2022,16030,BEN,0,0,0,0,0,-0.0241495561050229,-2.83343160875813,2.78513249654808
2023,16030,BEN,0.00394133146296838,0,0,0,0,0.00394133146296838,-2.81419841625379,2.82208107917972
2010,16040,BEN,0,0,,,,,,
2011,16040,BEN,0,0,0,0,0,0.0346464603753986,-2.77463504819902,2.84392796894982
2012,16040,BEN,0,0,0,0,0,0.0627373479433828,-2.73914249705331,2.86461719294008
2013,16040,BEN,0,0,0,0,0,0.090828235511367,-2.70511729013804,2.88677376116077
2014,16040,BEN,0,0,0,0,0,0.118919123079358,-2.67256878558491,2.91040703174363
2015,16040,BEN,0.015646,0,0,0,0,0.147010010647342,-2.6415040652107,2.93552408650538
2016,16040,BEN,0,0,0.015646,0,0,0.177003995053113,-2.61002385221224,2.96403184231846
2017,16040,BEN,0,0,0,0,0,0.203191785783318,-2.58384260600246,2.99022617756909
2018,16040,BEN,0.12776,0,0,0,0,0.231282673351302,-2.55724823802396,3.01981358472657
2019,16040,BEN,0,0,0.12776,0,0,0.274913612817265,-2.51658937781867,3.0664166034532
2020,16040,BEN,0,0,0,0,0,0.287464448487278,-2.50852025546798,3.08344915244254
2021,16040,BEN,0,0,0,0,0,0.315555336055269,-2.48637477426324,3.11748544637378
2022,16040,BEN,0,0,0,0,0,0.343646223623253,-2.46569655836098,3.15298900560749
2023,16040,BEN,0.371737111191244,0,0,0,0,0.371737111191244,-2.44647402984912,3.18994825223161
2010,16030,MHL,0,0,,,,,,
2011,16030,MHL,0,0,0,0,0,-0.338397771488815,-3.14773943607791,2.47094389310028
2012,16030,MHL,0,0,0,0,0,-0.310306883920831,-3.11223599991398,2.49162223207232
2013,16030,MHL,0,0,0,0,0,-0.282215996352846,-3.07819983016229,2.51376783745659
2014,16030,MHL,0,0,0,0,0,-0.254125108784855,-3.0456403016536,2.53739008408389
2015,16030,MHL,0,0,0,0,0,-0.226034221216871,-3.01456451338334,2.5624960709496
2016,16030,MHL,0,0,0,0,0,-0.19794333364888,-2.98497723259282,2.58909056529506
2017,16030,MHL,0,0,0,0,0,-0.169852446080895,-2.95688085688245,2.61717596472066
2018,16030,MHL,0,0,0,0,0,-0.141761558512911,-2.93027539505507,2.64675227802925
2019,16030,MHL,0,0,0,0,0,-0.11367067094492,-2.90515846704556,2.67781712515572
2020,16030,MHL,0,0,0,0,0,-0.0855797833769358,-2.88152532293779,2.71036575618392
2021,16030,MHL,0,0,0,0,0,-0.0574888958089446,-2.85936888071575,2.74439108909786
2022,16030,MHL,0,0,0,0,0,-0.0293980082409604,-2.83867978205294,2.77988376557102
2023,16030,MHL,-0.00130712067296912,0,0,0,0,-0.00130712067296912,-2.81944646512396,2.81683222377802
2010,16040,MHL,0,0,,,,,,
2011,16040,MHL,0,0,0,0,0,0.0293980082394612,-2.7798837655729,2.83867978205182
2012,16040,MHL,0,0,0,0,0,0.0574888958074453,-2.74439108909968,2.85936888071457
2013,16040,MHL,0,0,0,0,0,0.0855797833754295,-2.71036575618567,2.88152532293653
2014,16040,MHL,0,0,0,0,0,0.113670670943421,-2.6778171251574,2.90515846704424
2015,16040,MHL,0,0,0,0,0,0.141761558511405,-2.64675227803086,2.93027539505367
2016,16040,MHL,0,0,0,0,0,0.169852446079396,-2.61717596472219,2.95688085688099
2017,16040,MHL,0,0,0,0,0,0.19794333364738,-2.58909056529653,2.98497723259129
2018,16040,MHL,0,0,0,0,0,0.226034221215365,-2.562496070951,3.01456451338173
2019,16040,MHL,0,0,0,0,0,0.254125108783356,-2.53739008408521,3.04564030165193
2020,16040,MHL,0,0,0,0,0,0.28221599635134,-2.51376783745785,3.07819983016053
2021,16040,MHL,0,0,0,0,0,0.310306883919331,-2.4916222320735,3.11223599991216
2022,16040,MHL,0,0,0,0,0,0.338397771487315,-2.47094389310139,3.14773943607602
2023,16040,MHL,0.366488659055307,0,0,0,0,0.366488659055307,-2.45172124280783,3.18469856091845
2010,16030,MDV,0.012363,0,,,,,,
2011,16030,MDV,0,0,0.012363,0,0,-0.342286282194387,-3.15161796265523,2.46704539826646
2012,16030,MDV,0,0,0,0,0,-0.315699164676609,-3.11761803220934,2.48621970285612
2013,16030,MDV,0,7.5,0,0,7.5,-0.175985785130131,-2.97448251442861,2.62251094416835
2014,16030,MDV,0,0,0,7.5,-7.5,-0.243228913429618,-3.03743210298464,2.5509742761254
2015,16030,MDV,0,0,0,0,0,-0.231426501972649,-3.01995289565039,2.55709989170509
2016,16030,MDV,0,0,0,0,0,-0.203335614404658,-2.99036774698056,2.58369651817125
2017,16030,MDV,0,0,0,0,0,-0.175244726836674,-2.96227350548312,2.61178405180977
2018,16030,MDV,0,0,0,0,0,-0.14715383926869,-2.93567017653768,2.6413624980003
2019,16030,MDV,0,0,0,0,0,-0.119062951700698,-2.91055537666773,2.67242947326634
2020,16030,MDV,0,0,0,0,0,-0.0909720641327141,-2.88692435258477,2.70498022431934
2021,16030,MDV,0,0,0,0,0,-0.0628811765647228,-2.86477001896585,2.73900766583641
2022,16030,MDV,0,0,0,0,0,-0.0347902889967386,-2.84408301426822,2.77450243627475
2023,16030,MDV,-0.00669940142874737,0,0,0,0,-0.00669940142874737,-2.82485177356449,2.811452970707
2010,16040,MDV,0,0,,,,,,
2011,16040,MDV,0,0,0,0,0,0.0240057274836829,-2.7852747155777,2.83328617054507
2012,16040,MDV,0,0,0,0,0,0.0520966150516671,-2.74978415849251,2.85397738859584
2013,16040,MDV,0,0,0,0,0,0.0801875026196512,-2.71576095466019,2.87613595989949
2014,16040,MDV,0,0,0,0,0,0.108278390187643,-2.68321445909466,2.89977123946995
2015,16040,MDV,0,0,0,0,0,0.136369277755627,-2.65215175043166,2.92489030594291
2016,16040,MDV,0,0,0,0,0,0.164460165323618,-2.62257757516551,2.95149790581275
2017,16040,MDV,0,0,0,0,0,0.192551052891602,-2.59449430992518,2.97959641570839
2018,16040,MDV,0,0,0,0,0,0.220641940459586,-2.5679019424847,3.00918582340388
2019,16040,MDV,0,0,0,0,0,0.248732828027578,-2.54279807186108,3.04026372791624
2020,16040,MDV,0,0,0,0,0,0.276823715595562,-2.51917792749767,3.07282535868879
2021,16040,MDV,0,0,0,0,0,0.304914603163553,-2.49703440717667,3.10686361350378
2022,16040,MDV,0,0,0,0,0,0.333005490731537,-2.47635813296206,3.14236911442513
2023,16040,MDV,0.361096378299528,0,0,0,0,0.361096378299528,-2.45713752415405,3.17933028075311
2010,16030,UZB,0.005422,0,,,,,,
2011,16030,UZB,1.8e-05,0,0.005422,0,0,5.2655339383193,2.34660005440115,8.18446782223746
2012,16030,UZB,0,0,1.8e-05,0,0,5.29296751185741,2.38073666361338,8.20519836010145
2013,16030,UZB,0,293.22629249,0,0,293.22629249,9.6851428075136,4.53700917638928,14.8332764386379
2014,16030,UZB,0,106.87205162,0,293.22629249,-186.35424087,7.57655165557197,2.98236219401237,12.1707411171316
2015,16030,UZB,0,99.01568525,0,106.87205162,-7.85636636999999,7.08299270411133,4.13130263739856,10.0346827708241
2016,16030,UZB,26.297266,-0.03022922,0,99.01568525,-99.04591447,5.61992092109698,2.49450927626538,8.74533256592858
2017,16030,UZB,0.243831,90.18239383,26.297266,-0.03022922,90.21262305,9.97419918071072,6.86404069896482,13.0843576624566
2018,16030,UZB,11.34441,75,0.243831,90.18239383,-15.18239383,6.80325171884405,3.93516881644929,9.6713346212388
2019,16030,UZB,28.506529,130.77,11.34441,75,55.77,8.97861020685525,5.94563936939799,12.0115810443125
2020,16030,UZB,33.603304,150.5224855,28.506529,130.77,19.7524855,11.5093079720343,8.23323974503423,14.7853761990343
2021,16030,UZB,0.259851,157.24767923,33.603304,150.5224855,6.72519373,12.3003330986378,8.883853436086,15.7168127611896
2022,16030,UZB,27.499767,66.64211627,0.259851,157.24767923,-90.60556296,6.93882565594031,3.66277286904732,10.2148784428333
2023,16030,UZB,10.5794729675897,99.96965522,27.499767,66.64211627,33.32753895,10.5794729675897,7.59084431654851,13.5681016186309
2010,16040,UZB,0,0,,,,,,
2011,16040,UZB,0,0,0,0,0,5.63267021459274,2.71139860337925,8.55394182580623
2012,16040,UZB,0,0,0,0,0,5.66076110216072,2.74618572265105,8.57533648167039
